id,name,accuracy,power,type,pp,effect_chance,priority,damage_class,generation_introduced,description,short_description,category
769,max-mindstorm,,10.0,psychic,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
770,max-rockfall,,10.0,rock,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
771,max-quake,,10.0,ground,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
772,max-darkness,,10.0,dark,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
773,max-overgrowth,,10.0,grass,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
774,max-steelspike,,10.0,steel,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,max
775,clangorous-soul,100.0,,dragon,5,100.0,0,status,generation-viii,,,sound-based
776,body-press,100.0,80.0,fighting,10,,0,physical,generation-viii,,,
777,decorate,,,fairy,15,100.0,0,status,generation-viii,,,
778,drum-beating,100.0,80.0,grass,10,100.0,0,physical,generation-viii,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,Has a 100% chance to lower the target’s Speed by one stage.,
779,snap-trap,100.0,35.0,grass,15,100.0,0,physical,generation-viii,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",Prevents the target from fleeing and inflicts damage for 2-5 turns.,
780,pyro-ball,90.0,120.0,fire,5,10.0,0,physical,generation-viii,Inflicts regular damage.  Has a 10% chance to burn the target.,Has a 10% chance to burn the target.,ball and bomb
781,behemoth-blade,100.0,100.0,steel,5,,0,physical,generation-viii,,,slicing
782,behemoth-bash,100.0,100.0,steel,5,,0,physical,generation-viii,,,
783,aura-wheel,100.0,110.0,electric,10,100.0,0,physical,generation-viii,,,
784,breaking-swipe,100.0,60.0,dragon,15,100.0,0,physical,generation-viii,Inflicts regular damage.  Lowers the target’s Attack by one stage.,Lowers the target’s Attack by one stage after inflicting damage.,
785,branch-poke,100.0,40.0,grass,40,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
786,overdrive,100.0,80.0,electric,10,,0,special,generation-viii,,,sound-based
787,apple-acid,100.0,80.0,grass,10,100.0,0,special,generation-viii,,,
788,grav-apple,100.0,80.0,grass,10,100.0,0,physical,generation-viii,Inflicts regular damage.  Lowers the target’s Defense by one stage.,Lowers the target’s Defense by one stage after inflicting damage.,
789,spirit-break,100.0,75.0,fairy,15,100.0,0,physical,generation-viii,Inflicts regular damage.  Has a 100% chance to lower the target’s Special Attack by one stage.,Has a 100% chance to lower the target’s Special Attack by one stage.,
790,strange-steam,95.0,90.0,fairy,10,20.0,0,special,generation-viii,Inflicts regular damage.  Has a 20% chance to confuse the target.,Has a 20% chance to confuse the target.,
791,life-dew,,,water,10,,0,status,generation-viii,,,
792,obstruct,100.0,,dark,10,,4,status,generation-viii,,,
793,false-surrender,,80.0,dark,10,,0,physical,generation-viii,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,Never misses.,
794,meteor-assault,100.0,150.0,fighting,5,,0,physical,generation-viii,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,
795,eternabeam,90.0,160.0,dragon,5,,0,special,generation-viii,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",User foregoes its next turn to recharge.,
796,steel-beam,95.0,140.0,steel,5,,0,special,generation-viii,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",
797,expanding-force,100.0,80.0,psychic,10,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
798,steel-roller,100.0,130.0,steel,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
799,scale-shot,90.0,25.0,dragon,20,,0,physical,generation-viii,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",Boosts the user’s Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,
800,meteor-beam,90.0,120.0,rock,10,100.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
801,shell-side-arm,100.0,90.0,poison,10,20.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
802,misty-explosion,100.0,100.0,fairy,5,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,explosive
803,grassy-glide,100.0,55.0,grass,20,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
804,rising-voltage,100.0,70.0,electric,20,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
805,terrain-pulse,100.0,50.0,normal,10,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,aura and pulse
806,skitter-smack,90.0,70.0,bug,10,100.0,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
807,burning-jealousy,100.0,70.0,fire,5,100.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
808,lash-out,100.0,75.0,dark,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
809,poltergeist,90.0,110.0,ghost,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
810,corrosive-gas,100.0,,poison,40,,0,status,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
811,coaching,,,fighting,10,100.0,0,status,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
812,flip-turn,100.0,60.0,water,20,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
813,triple-axel,90.0,20.0,ice,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
814,dual-wingbeat,90.0,40.0,flying,10,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
815,scorching-sands,100.0,70.0,ground,10,30.0,0,special,generation-viii,Inflicts regular damage.  Has a 30% chance to burn the target.,Has a 30% chance to burn the target.,
816,jungle-healing,,,grass,10,,0,status,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
817,wicked-blow,100.0,75.0,dark,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,punching
818,surging-strikes,100.0,25.0,water,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,punching
819,thunder-cage,90.0,80.0,electric,15,100.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
820,dragon-energy,100.0,150.0,dragon,5,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
821,freezing-glare,100.0,90.0,psychic,10,10.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
822,fiery-wrath,100.0,90.0,dark,10,20.0,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
823,thunderous-kick,100.0,90.0,fighting,10,100.0,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
824,glacial-lance,100.0,120.0,ice,5,,0,physical,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
825,astral-barrage,100.0,120.0,ghost,5,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,
826,eerie-spell,100.0,80.0,psychic,5,,0,special,generation-viii,Inflicts regular damage.,Inflicts regular damage with no additional effect.,sound-based
827,dire-claw,100.0,80.0,poison,15,,0,physical,generation-viii,,,
828,psyshield-bash,90.0,70.0,psychic,10,,0,physical,generation-viii,,,
829,power-shift,,0.0,normal,10,,0,status,generation-viii,,,
830,stone-axe,90.0,65.0,rock,15,,0,physical,generation-viii,,,slicing
831,springtide-storm,80.0,100.0,fairy,5,,0,special,generation-viii,,,wind
832,mystical-power,90.0,70.0,psychic,10,,0,special,generation-viii,,,
833,raging-fury,100.0,120.0,fire,10,,0,physical,generation-viii,,,
834,wave-crash,100.0,120.0,water,10,,0,physical,generation-viii,,,
835,chloroblast,95.0,150.0,grass,5,,0,special,generation-viii,,,
836,mountain-gale,85.0,100.0,ice,10,,0,physical,generation-viii,,,
837,victory-dance,,0.0,fighting,10,,0,status,generation-viii,,,dance
838,headlong-rush,100.0,120.0,ground,5,,0,physical,generation-viii,,,punching
839,barb-barrage,100.0,60.0,poison,10,,0,physical,generation-viii,,,
840,esper-wing,100.0,80.0,psychic,10,,0,special,generation-viii,,,
841,bitter-malice,100.0,75.0,ghost,10,,0,special,generation-viii,,,
842,shelter,,0.0,steel,10,,0,status,generation-viii,,,
843,triple-arrows,100.0,90.0,fighting,10,,0,physical,generation-viii,,,
844,infernal-parade,100.0,60.0,ghost,15,,0,special,generation-viii,,,
845,ceaseless-edge,90.0,65.0,dark,15,,0,physical,generation-viii,,,slicing
846,bleakwind-storm,80.0,100.0,flying,10,,0,special,generation-viii,,,wind
847,wildbolt-storm,80.0,100.0,electric,10,,0,special,generation-viii,,,wind
848,sandsear-storm,80.0,100.0,ground,10,,0,special,generation-viii,,,wind
849,lunar-blessing,,0.0,psychic,5,,0,status,generation-viii,,,
850,take-heart,,0.0,psychic,10,,0,status,generation-viii,,,
851,tera-blast,100.0,80.0,normal,10,,0,special,generation-ix,,,
852,silk-trap,,0.0,bug,10,,4,status,generation-ix,,,
853,axe-kick,90.0,120.0,fighting,10,,0,physical,generation-ix,,,
854,last-respects,100.0,50.0,ghost,10,,0,physical,generation-ix,,,
